Sqd,Giocatore,Ruolo,Q,PG,G,A,AM,ES,RT,RR,RS,RP,MV,MM,MP,yyss
lazio,De Vrij S.,D,11.0,30.0,,,3.0,1.0,,,,,6.07,5.98,-2.5,2014-15
palermo,Lazaar A.,D,11.0,29.0,2.0,3.0,2.0,,,,,,5.86,6.14,8.0,2014-15
chievo,Botta R.,A,6.0,21.0,,,4.0,1.0,,,,,5.88,5.72,-3.0,2014-15
inter,Felipe D.,D,4.0,15.0,1.0,,2.0,2.0,,,,,5.46,5.46,,2014-15
parma,Haraslin L.,A,1.0,2.0,,,,,,,,,5.75,5.9,,2014-15
lazio,Ederson H.,C,4.0,4.0,1.0,,1.0,,,,,,5.75,7.0,2.5,2014-15
inter,Guarin F.,C,16.0,28.0,6.0,6.0,5.0,,,,,,6.02,6.79,21.5,2014-15
cagliari,Brkic Z.,P,11.0,21.0,-34.0,,,,,,,,6.17,4.55,-34.0,2014-15
napoli,Insigne L.,A,6.0,20.0,2.0,3.0,,,1.0,,1.0,,5.88,6.24,6.0,2014-15
chievo,Radovanovic I.,C,9.0,31.0,1.0,,7.0,1.0,,,,,5.98,5.93,-1.5,2014-15
lazio,Lulic S.,C,10.0,25.0,3.0,4.0,9.0,,,,,,6.12,6.48,8.5,2014-15
chievo,Izco M.,C,11.0,28.0,2.0,1.0,3.0,,,,,,5.98,6.18,5.5,2014-15
chievo,Biraghi C.,D,4.0,18.0,,,3.0,,,,,,5.56,5.39,-3.5,2014-15
empoli,Mario Rui,D,9.0,34.0,,4.0,8.0,,,,,,5.92,5.94,,2014-15
roma,Iturbe J.,A,14.0,27.0,2.0,1.0,4.0,,,,,,5.86,6.06,5.0,2014-15
fiorentina,Octavio,C,3.0,,,,,,,,,,,,,2014-15
cesena,Renzetti F.,D,6.0,23.0,,,3.0,,,,,,5.91,5.85,-1.5,2014-15
sampdoria,Marchionni M.,C,4.0,1.0,,,,,,,,,5.5,5.5,,2014-15
torino,Martinez J.,A,11.0,26.0,3.0,,,,,,,,5.54,6.0,9.0,2014-15
empoli,Guarente T.,C,3.0,1.0,,,,,,,,,,6.0,,2014-15
milan,Diego Lopez R.,P,15.0,28.0,-42.0,,2.0,1.0,,,,2.0,6.3,4.93,-38.0,2014-15
cesena,Marilungo G.,A,4.0,8.0,1.0,,,,,,,,6.25,6.62,3.0,2014-15
sassuolo,Gazzola M.,D,4.0,18.0,,,4.0,,,,,,5.61,5.5,-2.0,2014-15
fiorentina,Rodriguez G.,D,16.0,30.0,7.0,,9.0,1.0,3.0,1.0,2.0,,5.97,6.28,9.5,2014-15
sassuolo,Zaza S.,A,20.0,31.0,11.0,2.0,11.0,,2.0,1.0,1.0,,5.87,6.73,26.5,2014-15
lazio,Pereirinha B.,C,4.0,3.0,,,,,,,,,5.25,5.25,,2014-15
