squadra,giocatore,ruolo,quotazione,partite_giocate,gol_fatti_subiti,assist,ammonizioni,espulsioni,rigori_tirati,rigori_realizzati,rigori_sbagliati,rigori_parati,media_voto,media_magic_voto,media_punti,yyss
genoa,Jandrei C.,P,2.0,1.0,,,,,,,,,6.0,5.0,-1.0,2018-19
udinese,Gasparini M.,P,1.0,,,,,,,,,,,,,2018-19
roma,Under C.,T (C),23.0,23.0,3.0,6.0,1.0,,,,,,5.91,6.6,15.9,2018-19
udinese,Mandragora R.,C,13.0,35.0,3.0,1.0,8.0,1.0,,,,,5.81,6.04,8.0,2018-19
parma,Inglese R.,A,23.0,24.0,9.0,1.0,3.0,,2.0,2.0,,,6.14,7.25,26.6,2018-19
empoli,Diks K.,D,4.0,,,,,,,,,,,,,2018-19
udinese,Perisan S.,P,1.0,,,,,,,,,,,,,2018-19
atalanta,Reca A.,D,4.0,1.0,,,,,,,,,6.0,6.0,,2018-19
empoli,Ucan S.,T (C),6.0,6.0,1.0,1.0,,,,,,,6.0,6.75,4.5,2018-19
milan,Conti A.,D,9.0,9.0,,2.0,3.0,,,,,,5.7,5.75,0.5,2018-19
milan,Paqueta L.,T (C),17.0,13.0,1.0,1.0,4.0,1.0,,,,,6.0,6.11,1.4,2018-19
sampdoria,Defrel G.,A,21.0,35.0,11.0,2.0,2.0,,,,,,5.98,6.95,34.0,2018-19
napoli,Diawara A.,C,8.0,11.0,,,4.0,,,,,,5.72,5.54,-2.0,2018-19
atalanta,Palomino J.,D,12.0,28.0,1.0,1.0,5.0,1.0,,,,,6.1,6.17,2.0,2018-19
genoa,Bessa D.,C,14.0,33.0,1.0,2.0,8.0,,,,,,6.03,6.09,2.0,2018-19
sassuolo,Matri A.,A,11.0,13.0,2.0,,2.0,,,,,,5.84,6.23,5.1,2018-19
juventus,Pjanic M.,C,19.0,29.0,2.0,5.0,5.0,1.0,,,,,5.98,6.31,9.6,2018-19
sassuolo,Raspadori G.,A,1.0,,,,,,,,,,,,,2018-19
bologna,Corbo G.,D,1.0,,,,,,,,,,,,,2018-19
atalanta,Zapata D.,A,40.0,37.0,23.0,7.0,5.0,,2.0,1.0,1.0,,6.51,8.41,70.3,2018-19
genoa,Hiljemark O.,C,10.0,15.0,1.0,,,,,,,,5.81,6.06,4.0,2018-19
torino,Sirigu S.,P,24.0,36.0,,,1.0,,,,,2.0,6.48,5.66,-29.5,2018-19
milan,Piatek K.,A,32.0,37.0,22.0,,5.0,,2.0,2.0,,,6.41,8.13,63.6,2018-19
bologna,Valencia J.,T (C),2.0,1.0,,,1.0,,,,,,5.5,5.0,-0.5,2018-19
sassuolo,Marlon -.,D,9.0,18.0,1.0,,3.0,1.0,,,,,5.75,5.86,2.0,2018-19
milan,Cutrone P.,A,19.0,29.0,3.0,2.0,2.0,,,,,,5.93,6.27,9.8,2018-19
cagliari,Ceppitelli L.,D,9.0,24.0,1.0,1.0,5.0,2.0,,,,,5.77,5.72,-1.2,2018-19
fiorentina,Lafont A.,P,17.0,34.0,,,2.0,,,,,1.0,6.05,4.94,-38.9,2018-19
torino,Ichazo S.,P,4.0,3.0,,,,,,,,,6.16,5.5,-2.0,2018-19
fiorentina,Dabo B.,C,10.0,17.0,1.0,1.0,4.0,,,,,,5.72,5.88,2.8,2018-19
inter,Candreva A.,T (C),14.0,11.0,1.0,,,,,,,,5.86,6.18,3.5,2018-19
cagliari,Pisacane F.,D,11.0,26.0,1.0,1.0,6.0,,,,,,5.96,6.05,2.3,2018-19
lazio,Neto P.,T (C),1.0,1.0,,,,,,,,,6.0,6.0,,2018-19
milan,Bertolacci A.,C,4.0,,,,,,,,,,6.0,6.0,,2018-19
chievo,Depaoli F.,C,8.0,32.0,,4.0,10.0,2.0,,,,,5.78,5.68,-3.2,2018-19
juventus,Szczesny W.,P,23.0,28.0,,,,,,,,1.0,6.16,5.55,-17.1,2018-19
cagliari,Cerri A.,A,10.0,14.0,,,3.0,,,,,,5.57,5.46,-1.6,2018-19
torino,Ansaldi C.,D,17.0,24.0,3.0,2.0,3.0,,,,,,6.31,6.89,14.0,2018-19
inter,Martinez L.,A,24.0,22.0,6.0,1.0,4.0,,1.0,1.0,,,6.09,6.86,16.9,2018-19
chievo,Leris M.,T (A),7.0,23.0,,1.0,5.0,,,,,,5.8,5.73,-1.6,2018-19
napoli,Maksimovic N.,D,8.0,17.0,,,4.0,,,,,,5.94,5.82,-2.1,2018-19
genoa,Gunter K.,D,5.0,13.0,,,1.0,,,,,,5.73,5.69,-0.5,2018-19
cagliari,Thereau C.,T (A),10.0,4.0,,,,,,,,,5.5,5.5,,2018-19
genoa,Marchetti F.,P,5.0,4.0,,,1.0,,,,,,5.8,3.7,-10.5,2018-19
spal,Paloschi A.,A,12.0,15.0,2.0,,3.0,,,,,,5.7,6.0,4.5,2018-19
roma,Celar Z.,A,1.0,,,,,,,,,,,,,2018-19
chievo,Diousse A.,C,7.0,14.0,,,5.0,,,,,,5.75,5.57,-2.5,2018-19
inter,Politano M.,T (A),22.0,36.0,5.0,5.0,4.0,1.0,,,,,6.01,6.55,19.4,2018-19
juventus,Dybala P.,T (A),29.0,27.0,5.0,1.0,1.0,,1.0,1.0,,,6.22,6.88,17.9,2018-19
bologna,Palacio R.,T (A),20.0,28.0,3.0,6.0,6.0,,,,,,6.33,6.82,13.8,2018-19
lazio,Patric P.,D,7.0,14.0,,,1.0,,,,,,5.89,5.85,-0.6,2018-19
frosinone,Errico A.,C,1.0,,,,,,,,,,,,,2018-19
fiorentina,Vitor Hugo F.,D,9.0,29.0,,1.0,7.0,1.0,,,,,5.81,5.68,-3.8,2018-19
lazio,Parolo M.,C,18.0,32.0,4.0,3.0,6.0,,,,,,5.96,6.46,16.0,2018-19
lazio,Romulo O.,C,13.0,27.0,1.0,2.0,1.0,1.0,1.0,1.0,,,5.96,6.12,4.3,2018-19
milan,Bakayoko T.,C,15.0,29.0,1.0,1.0,4.0,1.0,,,,,6.12,6.18,1.7,2018-19
sampdoria,Audero E.,P,16.0,36.0,,,4.0,,,,,1.0,6.09,4.7,-50.0,2018-19
lazio,Caicedo F.,A,19.0,23.0,8.0,2.0,4.0,,1.0,1.0,,,6.02,7.06,23.9,2018-19
roma,Kluivert J.,T (A),17.0,24.0,1.0,6.0,2.0,,,,,,5.83,6.18,8.4,2018-19
chievo,Burruchaga M.,C,1.0,1.0,,,,,,,,,6.0,6.0,,2018-19
cagliari,Daga R.,P,1.0,,,,,,,,,,,,,2018-19
torino,Baselli D.,C,18.0,34.0,4.0,1.0,5.0,,,,,,6.13,6.55,14.3,2018-19
fiorentina,Biraghi C.,D,10.0,36.0,1.0,4.0,8.0,,,,,,5.77,5.9,4.7,2018-19
cagliari,Cacciatore F.,D,9.0,14.0,,2.0,3.0,,,,,,5.85,5.89,0.6,2018-19
genoa,Veloso M.,C,9.0,19.0,,1.0,6.0,,,,,,6.0,5.89,-2.1,2018-19
udinese,Lasagna K.,A,19.0,33.0,6.0,1.0,2.0,,1.0,,1.0,,5.74,6.19,14.9,2018-19
parma,Bagheria F.,P,1.0,,,,,,,,,,,,,2018-19
parma,Stulac L.,C,11.0,21.0,,1.0,3.0,1.0,,,,,5.95,5.88,-1.5,2018-19
parma,Gobbi M.,D,5.0,15.0,,1.0,3.0,,,,,,5.66,5.63,-0.4,2018-19
roma,Nzonzi S.,C,12.0,30.0,1.0,2.0,7.0,,,,,,5.86,5.95,2.7,2018-19
fiorentina,Fernandes E.,C,9.0,28.0,2.0,,8.0,1.0,,,,,5.66,5.76,2.8,2018-19
fiorentina,Hancko D.,D,3.0,4.0,,,,,,,,,5.5,5.5,,2018-19
cagliari,Leverbe M.,D,1.0,,,,,,,,,,,,,2018-19
fiorentina,Terracciano P.,P,7.0,10.0,,,,,,,,,6.25,4.95,-13.0,2018-19
bologna,Da Costa A.,P,1.0,,,,,,,,,,,,,2018-19
spal,Costa F.,D,7.0,8.0,,,,,,,,,5.93,5.93,,2018-19
inter,Gagliardini R.,C,17.0,15.0,5.0,,4.0,,,,,,5.8,7.0,18.0,2018-19
torino,Millico V.,A,2.0,,,,,,,,,,,,,2018-19
sassuolo,Pegolo G.,P,3.0,3.0,,,1.0,,,,,,6.0,4.5,-4.5,2018-19
sassuolo,Duncan A.,C,17.0,25.0,4.0,4.0,6.0,1.0,,,,,6.18,6.82,16.0,2018-19
udinese,Fofana S.,C,14.0,31.0,2.0,3.0,5.0,,,,,,5.88,6.16,8.7,2018-19
genoa,Mazzitelli L.,C,5.0,8.0,,,2.0,,,,,,5.81,5.68,-1.1,2018-19
sassuolo,Lirola P.,D,15.0,35.0,2.0,7.0,2.0,,,,,,6.01,6.32,10.8,2018-19
sampdoria,Bereszynski B.,D,8.0,25.0,,2.0,5.0,1.0,,,,,5.78,5.73,-1.3,2018-19
spal,Vicari F.,D,11.0,28.0,2.0,1.0,6.0,,,,,,6.0,6.25,7.0,2018-19
torino,Adopo N.,C,1.0,,,,,,,,,,,,,2018-19
empoli,Pasqual M.,D,10.0,20.0,1.0,2.0,2.0,,1.0,1.0,,,5.77,6.05,5.6,2018-19
udinese,Katuma A.,C,1.0,,,,,,,,,,,,,2018-19
milan,Bellanova R.,D,1.0,,,,,,,,,,6.0,6.0,,2018-19
udinese,Okaka S.,A,20.0,14.0,6.0,1.0,4.0,,,,,,6.07,7.28,16.9,2018-19
torino,Ferigra E.,D,1.0,,,,,,,,,,,,,2018-19
spal,Floccari S.,A,14.0,14.0,3.0,1.0,3.0,,,,,,6.1,6.71,8.5,2018-19
fiorentina,Muriel L.,A,19.0,19.0,6.0,,1.0,,,,,,5.84,6.76,17.4,2018-19
bologna,Svanberg M.,C,6.0,21.0,,3.0,2.0,,,,,,5.64,5.73,1.9,2018-19
bologna,Edera S.,T (A),6.0,6.0,,,1.0,,,,,,5.66,5.58,-0.5,2018-19
sassuolo,Sensi S.,C,15.0,28.0,2.0,4.0,8.0,,,,,,6.16,6.44,7.8,2018-19
milan,Musacchio M.,D,11.0,29.0,1.0,,2.0,,,,,,5.87,6.0,3.8,2018-19
milan,Plizzari A.,P,1.0,,,,,,,,,,6.0,6.0,,2018-19
sassuolo,Adjapong C.,D,7.0,4.0,1.0,,1.0,,,,,,5.75,6.75,4.0,2018-19
fiorentina,Graiciar M.,A,4.0,,,,,,,,,,6.0,6.0,,2018-19
sassuolo,Sernicola L.,D,1.0,,,,,,,,,,,,,2018-19
atalanta,Rossi F.,P,1.0,,,,,,,,,,,,,2018-19
lazio,Bastos J.,D,10.0,17.0,1.0,,3.0,,,,,,5.64,5.82,3.0,2018-19
lazio,Wallace O.,D,2.0,15.0,,,3.0,,,,,,5.5,5.13,-5.5,2018-19
empoli,Polvani L.,D,2.0,,,,,,,,,,,,,2018-19
chievo,Sorrentino S.,P,13.0,31.0,,,2.0,,,,,2.0,6.37,4.59,-55.2,2018-19
chievo,Pucciarelli M.,A,5.0,7.0,,,,,,,,,5.25,5.18,-0.6,2018-19
empoli,Pajac M.,D,11.0,13.0,2.0,1.0,5.0,,,,,,6.03,6.61,7.5,2018-19
milan,Donnarumma A.,P,1.0,,,,,,,,,,6.0,6.0,,2018-19
inter,Icardi M.,A,31.0,29.0,11.0,4.0,,,6.0,5.0,1.0,,5.81,6.98,33.9,2018-19
genoa,Pezzella G.,D,3.0,5.0,,,1.0,1.0,,,,,5.41,5.16,-1.5,2018-19
empoli,Maietta D.,D,6.0,20.0,,,5.0,,,,,,5.52,5.4,-2.4,2018-19
cagliari,Bradaric F.,C,8.0,22.0,,1.0,5.0,,,,,,5.79,5.63,-3.5,2018-19
roma,Coric A.,C,5.0,1.0,,,,,,,,,5.0,5.0,,2018-19
spal,Simic L.,D,3.0,4.0,,,,,,,,,5.0,5.0,,2018-19
fiorentina,Simeone G.,A,16.0,35.0,5.0,3.0,2.0,,,,,,5.54,6.02,16.8,2018-19
frosinone,Brighenti N.,D,3.0,11.0,,,4.0,,,,,,5.31,5.13,-2.0,2018-19
cagliari,Klavan R.,D,8.0,15.0,,,2.0,,,,,,5.86,5.8,-0.9,2018-19
roma,El Shaarawy S.,T (A),30.0,28.0,11.0,3.0,2.0,,,,,,6.28,7.73,40.6,2018-19
spal,Bonifazi K.,D,12.0,27.0,2.0,,2.0,,,,,,5.94,6.24,8.1,2018-19
juventus,Bonucci L.,D,18.0,29.0,3.0,,2.0,,,,,,6.01,6.44,12.5,2018-19
napoli,Meret A.,P,16.0,14.0,,,,1.0,,,,,6.17,5.46,-10.0,2018-19
napoli,Luperto S.,D,6.0,10.0,,,,,,,,,5.9,5.9,,2018-19
atalanta,Toloi R.,D,13.0,21.0,1.0,3.0,1.0,1.0,,,,,6.0,6.19,4.0,2018-19
sassuolo,Scamacca G.,A,3.0,,,,,,,,,,,,,2018-19
sampdoria,Praet D.,C,16.0,34.0,2.0,3.0,6.0,,,,,,6.0,6.23,7.8,2018-19
juventus,Chiellini G.,D,17.0,24.0,1.0,1.0,3.0,,,,,,6.39,6.56,4.0,2018-19
bologna,Krejci L.,T (C),7.0,15.0,,2.0,2.0,,,,,,5.46,5.59,2.0,2018-19
sassuolo,Peluso F.,D,8.0,16.0,1.0,,5.0,,,,,,5.78,5.9,1.9,2018-19
atalanta,Mancini G.,D,18.0,29.0,5.0,1.0,5.0,,,,,,6.24,6.96,20.8,2018-19
udinese,Ter Avest H.,D,7.0,13.0,,1.0,,,,,,,5.84,5.92,1.1,2018-19
juventus,Perin M.,P,8.0,9.0,,,1.0,,,,,,5.83,4.88,-8.6,2018-19
spal,Valdifiori M.,C,6.0,13.0,,1.0,3.0,,,,,,5.73,5.69,-0.5,2018-19
bologna,Poli A.,C,17.0,28.0,4.0,1.0,5.0,,,,,,6.0,6.51,14.3,2018-19
napoli,Zielinski P.,C,23.0,36.0,6.0,2.0,6.0,,,,,,6.11,6.75,23.0,2018-19
genoa,Pereira P.,D,5.0,19.0,,,1.0,,,,,,5.55,5.52,-0.6,2018-19
chievo,Juwara M.,T (A),1.0,1.0,,,,,,,,,6.0,6.0,,2018-19
genoa,Radovanovic I.,C,10.0,35.0,,,8.0,,,,,,5.84,5.72,-4.2,2018-19
chievo,Meggiorini R.,A,11.0,24.0,3.0,,6.0,,1.0,1.0,,,5.77,6.02,6.0,2018-19
torino,Belotti A.,A,34.0,37.0,15.0,1.0,5.0,,6.0,5.0,1.0,,6.31,7.4,40.3,2018-19
chievo,Schelotto E.,D,7.0,4.0,,,,,,,,,6.12,6.12,,2018-19
frosinone,Sportiello M.,P,13.0,35.0,,,5.0,,,,,,6.15,4.25,-66.5,2018-19
atalanta,Masiello A.,D,14.0,24.0,,1.0,5.0,,,,,,6.0,5.85,-3.6,2018-19
roma,Santon D.,D,6.0,13.0,,1.0,,,,,,,5.76,5.84,1.0,2018-19
sassuolo,Di Francesco F.,T (A),13.0,16.0,2.0,2.0,2.0,,,,,,5.84,6.34,8.0,2018-19
napoli,Allan M.,C,18.0,33.0,1.0,2.0,10.0,,,,,,6.28,6.31,1.0,2018-19
atalanta,De Roon M.,C,19.0,34.0,2.0,1.0,8.0,,1.0,1.0,,,6.27,6.42,5.1,2018-19
lazio,Leiva L.,C,15.0,26.0,,2.0,7.0,,,,,,6.15,6.09,-1.6,2018-19
atalanta,Pasalic M.,C,19.0,31.0,5.0,3.0,1.0,,,,,,5.9,6.62,22.3,2018-19
chievo,Vignato E.,T (C),6.0,10.0,1.0,1.0,,,,,,,6.15,6.6,4.5,2018-19
genoa,Rolon E.,C,5.0,17.0,,,8.0,,,,,,5.69,5.47,-3.9,2018-19
inter,De Vrij S.,D,20.0,28.0,2.0,,2.0,,,,,,6.16,6.37,5.9,2018-19
chievo,Andreolli M.,D,3.0,10.0,,,3.0,,,,,,5.2,5.05,-1.5,2018-19
bologna,Mattiello F.,D,6.0,16.0,1.0,1.0,2.0,1.0,,,,,5.5,5.71,3.4,2018-19
torino,Nkoulou N.,D,17.0,36.0,2.0,,6.0,1.0,,,,,6.23,6.37,5.0,2018-19
parma,Ceravolo F.,A,9.0,22.0,2.0,,1.0,,2.0,1.0,1.0,,5.43,5.54,2.4,2018-19
udinese,Badu E.,C,4.0,3.0,,,,,,,,,5.66,5.66,,2018-19
udinese,Pussetto I.,T (A),16.0,33.0,4.0,2.0,8.0,,,,,,6.0,6.36,11.9,2018-19
frosinone,Molinaro C.,D,5.0,14.0,,,3.0,,,,,,5.71,5.6,-1.5,2018-19
empoli,Dragowski B.,P,10.0,17.0,,,2.0,,,,,1.0,6.5,5.08,-24.1,2018-19
parma,Sprocati M.,T (A),7.0,12.0,1.0,,,,,,,,5.66,5.95,3.5,2018-19
chievo,Semper A.,P,5.0,6.0,,,,,,,,,6.33,5.0,-8.0,2018-19
napoli,Ruiz F.,C,21.0,27.0,5.0,3.0,2.0,1.0,,,,,6.18,6.96,21.0,2018-19
spal,Dickmann L.,D,4.0,3.0,,,1.0,,,,,,5.16,5.0,-0.5,2018-19
udinese,Zeegelaar M.,D,7.0,11.0,,,5.0,1.0,,,,,5.77,5.45,-3.5,2018-19
chievo,Stepinski M.,A,12.0,35.0,6.0,1.0,5.0,,,,,,5.6,6.07,16.5,2018-19
cagliari,Deiola A.,C,5.0,16.0,,1.0,4.0,,,,,,5.65,5.59,-1.0,2018-19
empoli,Nikolaou D.,D,5.0,4.0,,,,,,,,,5.75,5.75,,2018-19
spal,Lazzari M.,C,19.0,32.0,,8.0,7.0,,,,,,6.46,6.6,4.5,2018-19
empoli,Dellorco C.,D,8.0,14.0,1.0,1.0,1.0,,,,,,5.75,6.1,4.9,2018-19
chievo,Cesar B.,D,7.0,13.0,1.0,,3.0,,,,,,5.73,5.96,3.0,2018-19
bologna,Helander F.,D,3.0,19.0,,,6.0,,,,,,5.39,5.23,-3.0,2018-19
torino,Parigini V.,T (C),7.0,11.0,,,2.0,,,,,,6.04,5.95,-0.9,2018-19
empoli,Oberlin D.,A,11.0,3.0,,,,,,,,,5.33,5.33,,2018-19
udinese,Sandro R.,C,10.0,22.0,,1.0,7.0,,,,,,5.72,5.52,-4.4,2018-19
roma,Cristante B.,C,18.0,35.0,4.0,3.0,10.0,,,,,,5.85,6.25,14.0,2018-19
juventus,Pinsoglio C.,P,1.0,1.0,,,,,,,,,5.5,3.5,-2.0,2018-19
sampdoria,Vieira R.,C,7.0,10.0,,,2.0,,,,,,5.95,5.86,-1.0,2018-19
roma,Kolarov A.,D,24.0,33.0,8.0,1.0,6.0,1.0,3.0,3.0,,,5.95,6.95,33.0,2018-19
bologna,Paz N.,D,4.0,2.0,,,1.0,,,,,,5.5,5.25,-0.5,2018-19
napoli,Insigne L.,T (A),29.0,27.0,10.0,5.0,6.0,1.0,2.0,1.0,1.0,,6.11,7.33,32.9,2018-19
milan,Castillejo S.,T (C),19.0,19.0,4.0,2.0,2.0,,,,,,5.89,6.68,15.0,2018-19
fiorentina,Mirallas K.,T (A),13.0,26.0,2.0,1.0,2.0,,,,,,5.73,6.0,7.0,2018-19
empoli,Perucchini F.,P,1.0,,,,,,,,,,5.0,4.0,-1.0,2018-19
chievo,Barba F.,D,6.0,30.0,,,5.0,2.0,,,,,5.66,5.51,-4.5,2018-19
atalanta,Kulusevski D.,C,1.0,3.0,,,,,,,,,5.5,5.5,,2018-19
juventus,Coccolo L.,D,1.0,,,,,,,,,,,,,2018-19
lazio,Basta D.,D,4.0,,,,,,,,,,,,,2018-19
genoa,Vodisek R.,P,1.0,,,,,,,,,,6.0,6.0,,2018-19
cagliari,Oliva C.,C,6.0,,,,,,,,,,,,,2018-19
parma,Sierralta F.,D,2.0,5.0,,,2.0,,,,,,5.7,5.1,-3.0,2018-19
chievo,Seculin A.,P,2.0,1.0,,,,,,,,,5.75,2.25,-7.0,2018-19
chievo,Piazon L.,T (C),10.0,3.0,,,,,,,,,5.16,5.16,,2018-19
inter,Di Gennaro R.,P,1.0,,,,,,,,,,,,,2018-19
frosinone,Iacobucci A.,P,1.0,,,,,,,,,,,,,2018-19
spal,Viviano E.,P,11.0,17.0,,,,,,,,,6.17,4.7,-25.0,2018-19
torino,Zaza S.,A,16.0,26.0,4.0,2.0,8.0,1.0,,,,,5.73,6.07,8.8,2018-19
cagliari,Despodov K.,T (A),11.0,3.0,,,,,,,,,5.83,5.83,,2018-19
roma,Karsdorp R.,D,5.0,9.0,,,1.0,,,,,,5.5,5.44,-0.5,2018-19
chievo,Rossettini L.,D,5.0,21.0,,,5.0,,,,,,5.57,5.45,-2.5,2018-19
sassuolo,Babacar K.,A,19.0,26.0,7.0,2.0,,,2.0,2.0,,,5.82,6.71,23.2,2018-19
frosinone,Chibsah R.,C,10.0,31.0,1.0,,5.0,,,,,,5.87,5.91,1.2,2018-19
bologna,Dijks M.,D,10.0,24.0,1.0,,5.0,1.0,,,,,5.91,5.95,1.0,2018-19
milan,Tsadjout F.,A,1.0,,,,,,,,,,6.0,6.0,,2018-19
frosinone,Simic S.,D,2.0,,,,,,,,,,,,,2018-19
bologna,Soriano R.,C,17.0,24.0,2.0,2.0,6.0,,,,,,5.93,6.22,7.0,2018-19
sassuolo,Djuricic F.,C,12.0,22.0,2.0,1.0,1.0,1.0,,,,,5.72,6.06,7.5,2018-19
napoli,Ounas A.,T (A),12.0,10.0,3.0,,,,,,,,5.95,7.0,10.5,2018-19
milan,Biglia L.,C,13.0,15.0,1.0,,3.0,,,,,,5.93,6.09,2.5,2018-19
juventus,Barzagli A.,D,5.0,4.0,,,,,,,,,6.12,6.12,,2018-19
napoli,Gaetano G.,T (A),1.0,,,,,,,,,,,,,2018-19
juventus,De Sciglio M.,D,10.0,20.0,,1.0,2.0,,,,,,6.0,6.0,,2018-19
lazio,Durmisi R.,D,4.0,7.0,,,3.0,,,,,,5.28,5.07,-1.5,2018-19
parma,Brazao G.,P,1.0,,,,,,,,,,,,,2018-19
inter,Asamoah K.,D,11.0,32.0,,1.0,6.0,,,,,,5.89,5.82,-2.3,2018-19
milan,Laxalt D.,C,10.0,11.0,,,2.0,,,,,,5.72,5.63,-1.0,2018-19
lazio,Proto S.,P,2.0,2.0,,,1.0,,,,,,6.0,3.75,-4.5,2018-19
juventus,Caceres M.,D,9.0,13.0,,,1.0,,,,,,5.84,5.8,-0.5,2018-19
empoli,Antonelli L.,D,6.0,10.0,,1.0,1.0,,,,,,6.0,6.05,0.5,2018-19
genoa,Sturaro S.,C,6.0,5.0,1.0,,,1.0,,,,,5.66,6.16,3.0,2018-19
genoa,Soumaoro A.,D,8.0,8.0,1.0,,2.0,,,,,,5.87,6.31,3.5,2019-20
inter,Vecino M.,C,16.0,18.0,2.0,1.0,4.0,,,,,,5.97,6.36,7.0,2019-20
inter,Candreva A.,C,20.0,30.0,5.0,6.0,5.0,,,,,,6.18,6.96,23.4,2019-20
brescia,Sabelli S.,D,9.0,36.0,,3.0,5.0,,,,,,5.79,5.75,-1.4,2019-20
cagliari,Rog M.,C,14.0,28.0,1.0,1.0,10.0,,,,,,6.23,6.23,,2019-20
torino,De Silvestri L.,D,11.0,26.0,,,2.0,,,,,,5.8,5.76,-1.0,2019-20
genoa,Ghiglione P.,D,7.0,22.0,,5.0,4.0,,,,,,5.7,5.84,3.1,2019-20
inter,Eriksen C.,C,26.0,13.0,1.0,2.0,,,,,,,5.73,6.19,6.0,2019-20
fiorentina,Agudelo K.,C,6.0,10.0,1.0,,3.0,1.0,,,,,5.9,6.05,1.5,2019-20
fiorentina,Venuti L.,D,7.0,13.0,,1.0,4.0,,,,,,5.76,5.69,-0.9,2019-20
udinese,Nuytinck B.,D,10.0,26.0,,,2.0,,,,,,6.0,5.96,-1.0,2019-20
spal,Sala J.,D,6.0,14.0,,,1.0,,,,,,5.57,5.53,-0.6,2019-20
fiorentina,Ceccherini F.,D,5.0,10.0,,,3.0,,,,,,5.65,5.5,-1.5,2019-20
spal,Tomovic N.,D,2.0,22.0,,1.0,5.0,1.0,,,,,5.36,5.15,-4.6,2019-20
bologna,Santander F.,A,12.0,17.0,1.0,,6.0,,1.0,1.0,,,5.67,5.67,,2019-20
lazio,Patric P.,D,8.0,21.0,,,2.0,1.0,,,,,5.9,5.8,-2.1,2019-20
lecce,Farias D.,A,15.0,18.0,2.0,,2.0,1.0,,,,,5.91,6.13,3.9,2019-20
roma,Perez C.,T (A),15.0,12.0,1.0,3.0,2.0,,,,,,5.95,6.37,5.0,2019-20
brescia,Semprini A.,D,4.0,10.0,1.0,,2.0,,,,,,5.65,6.0,3.5,2019-20
lecce,Rossettini L.,D,7.0,26.0,,1.0,5.0,,,,,,5.75,5.69,-1.6,2019-20
brescia,Bisoli D.,C,13.0,25.0,1.0,1.0,6.0,,,,,,5.9,5.98,2.0,2019-20
torino,Sirigu S.,P,16.0,36.0,,,4.0,,,,,1.0,6.58,4.83,-63.0,2019-20
udinese,Troost-ekong W.,D,8.0,29.0,,,5.0,,,,,,5.75,5.67,-2.4,2019-20
sampdoria,Barreto E.,C,5.0,2.0,,,,,,,,,5.75,5.75,,2019-20
bologna,Denswil S.,D,5.0,25.0,,,5.0,1.0,,,,,5.58,5.36,-5.5,2019-20
lecce,Petriccione J.,C,11.0,31.0,,3.0,10.0,,,,,,6.09,6.03,-1.9,2019-20
sassuolo,Djuricic F.,T (C),20.0,27.0,5.0,4.0,6.0,,,,,,6.12,6.9,21.1,2019-20
parma,Grassi A.,C,9.0,14.0,1.0,1.0,6.0,,,,,,5.92,6.07,2.1,2019-20
napoli,Luperto S.,D,4.0,7.0,,,2.0,,,,,,5.64,5.5,-1.0,2019-20
verona,Radunovic B.,P,2.0,3.0,,,1.0,,,,,,5.66,2.83,-8.5,2019-20
sampdoria,Falcone W.,P,1.0,2.0,,,1.0,,,,,,5.75,3.0,-5.5,2019-20
cagliari,Lykogiannis C.,D,7.0,19.0,,1.0,4.0,,,,,,5.71,5.65,-1.1,2019-20
roma,Fuzato D.,P,1.0,1.0,,,,,,,,,6.0,5.0,-1.0,2019-20
lecce,Lapadula G.,A,23.0,24.0,11.0,,8.0,1.0,2.0,2.0,,,6.06,7.22,27.9,2019-20
bologna,Barrow M.,A,26.0,24.0,9.0,3.0,1.0,,2.0,1.0,1.0,,6.25,7.35,26.4,2019-20
roma,Mirante A.,P,7.0,5.0,,,,,,,,,6.6,5.6,-5.0,2019-20
brescia,Andrenacci L.,P,2.0,6.0,,,,,,,,,6.0,3.33,-16.0,2019-20
juventus,Demiral M.,D,11.0,6.0,1.0,1.0,1.0,,,,,,6.08,6.91,5.0,2019-20
udinese,Musso J.,P,20.0,38.0,,,1.0,,,,,2.0,6.38,5.18,-45.6,2019-20
atalanta,Castagne T.,D,17.0,25.0,1.0,1.0,3.0,,,,,,6.2,6.36,4.0,2019-20
torino,Meite S.,C,9.0,29.0,,1.0,5.0,,,,,,5.7,5.65,-1.4,2019-20
spal,Bonifazi K.,D,8.0,17.0,2.0,,2.0,,,,,,5.41,5.88,8.0,2019-20
torino,Bremer G.,D,14.0,27.0,3.0,,2.0,2.0,,,,,6.03,6.42,10.5,2019-20
spal,Di Francesco F.,T (A),13.0,17.0,2.0,,4.0,,,,,,5.82,6.05,4.0,2019-20
fiorentina,Benassi M.,C,16.0,15.0,1.0,1.0,,,,,,,5.86,6.2,5.1,2019-20
napoli,Koulibaly K.,D,13.0,25.0,,,7.0,1.0,,,,,5.72,5.46,-6.5,2019-20
sassuolo,Rogerio O.,D,11.0,15.0,1.0,1.0,6.0,,,,,,6.0,6.16,2.4,2019-20
bologna,Poli A.,C,15.0,26.0,2.0,,5.0,,,,,,6.11,6.32,5.4,2019-20
genoa,Pandev G.,T (C),23.0,28.0,9.0,1.0,3.0,1.0,,,,,6.16,7.39,34.4,2019-20
milan,Bonaventura G.,C,19.0,26.0,3.0,5.0,2.0,,,,,,6.07,6.69,16.1,2019-20
