Sqd,Giocatore,Ruolo,Q,PG,G,A,AM,ES,RT,RR,RS,RP,MV,MM,MP,yyss
atalanta,Raimondi C.,D,4.0,7.0,,,3.0,,,,,,5.67,5.42,-1.5,2016-17
milan,De Sciglio M.,D,6.0,24.0,,,4.0,,,,,,5.96,5.65,-2.0,2016-17
palermo,Rispoli A.,D,18.0,31.0,6.0,3.0,5.0,,,,,,6.26,6.64,18.5,2016-17
napoli,Pavoletti L.,A,4.0,15.0,3.0,,2.0,,,,,,5.67,6.31,8.0,2016-17
sassuolo,Peluso F.,D,8.0,33.0,1.0,1.0,12.0,,,,,,5.92,5.68,-2.0,2016-17
udinese,Fofana S.,C,6.0,21.0,5.0,1.0,3.0,,,,,,6.45,6.82,14.5,2016-17
juventus,Higuain G.,A,42.0,36.0,23.0,3.0,1.0,,,,,,6.57,8.26,71.5,2016-17
crotone,Viscovo A.,P,1.0,,,,,,,,,,,5.0,,2016-17
juventus,Alves D.,D,9.0,17.0,2.0,1.0,5.0,,,,,,6.07,6.34,4.5,2016-17
roma,Marchizza R.,D,1.0,,,,,,,,,,,,,2016-17
atalanta,Konko A.,D,4.0,9.0,,,2.0,,,,,,6.1,6.0,-1.0,2016-17
cagliari,Borriello M.,A,27.0,35.0,16.0,1.0,3.0,,2.0,1.0,1.0,,6.44,7.56,44.5,2016-17
palermo,Chochev I.,C,10.0,29.0,3.0,2.0,4.0,,,,,,5.98,6.09,9.0,2016-17
